Anime ID,Title,Score,Popularity,Members,Genres,Studios,Year,Season
38883,Haikyuu!! To the Top,8.37,173,989955,Sports,Production I.G,2020,winter
39534,Jibaku Shounen Hanako-kun,7.83,365,629359,Supernatural,Lerche,2020,winter
38656,Darwin's Game,7.21,395,586259,"Action, Mystery, Sci-Fi, Suspense",Nexus,2020,winter
38668,Dorohedoro,8.05,397,585139,"Action, Comedy, Fantasy, Horror",MAPPA,2020,winter
38790,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.51,418,566397,"Action, Adventure, Comedy, Fantasy",SILVER LINK.,2020,winter
39017,Kyokou Suiri,6.92,473,504416,"Mystery, Romance, Supernatural",Brain's Base,2020,winter
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.61,481,495722,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus,2020,winter
40010,Ishuzoku Reviewers,7.41,488,488716,"Comedy, Fantasy, Erotica",Passione,2020,winter
37345,Plunderer,6.64,521,460543,"Action, Fantasy, Romance, Ecchi",Geek Toys,2020,winter
40046,Id:Invaded,7.82,637,392598,"Mystery, Sci-Fi, Suspense",NAZ,2020,winter
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,7.35,676,372062,"Comedy, Romance",Zero-G,2020,winter
41094,Xian Wang de Richang Shenghuo,7.32,693,362252,"Adventure, Comedy, Fantasy",Haoliners Animation League,2020,winter
39792,Eizouken ni wa Te wo Dasu na!,8.13,724,351190,"Adventure, Award Winning, Comedy",Science SARU,2020,winter
40262,Haikyuu!! Riku vs. Kuu,7.83,796,323028,Sports,Production I.G,2020,winter
39576,Goblin Slayer: Goblin's Crown,7.26,853,306458,"Action, Adventure, Fantasy",White Fox,2020,winter
39575,Somali to Mori no Kamisama,7.82,864,303395,"Adventure, Drama, Fantasy","Satelight, HORNETS",2020,winter
39988,Isekai Quartet 2,7.36,1061,243546,"Comedy, Fantasy",Studio PuYUKAI,2020,winter
38481,Toaru Kagaku no Railgun T,8.15,1065,242565,"Action, Fantasy, Sci-Fi",J.C.Staff,2020,winter
40483,Murenase! Seton Gakuen,6.92,1233,208934,"Comedy, Ecchi",Studio Gokumi,2020,winter
38909,Infinite Dendrogram,6.2,1350,189240,"Action, Adventure, Fantasy",NAZ,2020,winter
38924,Nekopara,6.72,1401,180895,"Comedy, Slice of Life",Felix Film,2020,winter
38256,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.82,1499,168628,"Drama, Suspense",Shaft,2020,winter
40746,Overflow,7.24,1629,152156,Hentai,Studio Hokiboshi,2020,winter
40392,Runway de Waratte,7.55,1798,133762,Drama,Ezόla,2020,winter
40453,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,6.5,2042,113222,"Adventure, Comedy, Fantasy, Ecchi",J.C.Staff,2020,winter
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,8.62,98,1409909,"Comedy, Romance",A-1 Pictures,2020,spring
40221,Kami no Tou,7.56,167,1011666,"Action, Adventure, Drama, Fantasy, Mystery",Telecom Animation Film,2020,spring
40902,Shokugeki no Souma: Gou no Sara,7.31,425,558289,"Gourmet, Ecchi",J.C.Staff,2020,spring
40417,Fruits Basket 2nd Season,8.54,435,544007,"Drama, Romance, Supernatural",TMS Entertainment,2020,spring
39463,Gleipnir,6.96,461,513709,"Action, Mystery, Ecchi",PINE JAM,2020,spring
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.45,496,480983,"Comedy, Fantasy, Romance",SILVER LINK.,2020,spring
41168,Nakitai Watashi wa Neko wo Kaburu,7.35,519,462072,"Award Winning, Drama, Romance, Supernatural",Studio Colorido,2020,spring
41120,Fugou Keiji: Balance:Unlimited,7.51,532,451392,Mystery,CloverWorks,2020,spring
40060,BNA,7.34,653,384260,"Action, Fantasy",Trigger,2020,spring
40716,Kakushigoto,7.97,750,340614,Comedy,Ajia-do,2020,spring
39710,Yesterday wo Utatte,6.87,800,321589,"Drama, Romance",Doga Kobo,2020,spring
39292,Princess Connect! Re:Dive,7.04,870,302334,"Adventure, Comedy, Fantasy, Gourmet",CygamesPictures,2020,spring
38830,"Hachi-nan tte, Sore wa Nai deshou!",6.27,1009,257339,"Action, Fantasy","SynergySP, Shin-Ei Animation",2020,spring
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.08,1128,230906,Fantasy,Ajia-do,2020,spring
39555,Baki: Dai Raitaisai-hen,7.54,1175,221675,Sports,TMS Entertainment,2020,spring
40128,Arte,7.2,1755,137033,Drama,Seven Arcs,2020,spring
40532,Appare-Ranman!,7.24,1773,135781,Comedy,P.A. Works,2020,spring
39469,Tsugu Tsugumomo,7.41,1965,118623,"Action, Comedy, Supernatural, Ecchi",Zero-G,2020,spring
40682,Kingdom 3rd Season,8.83,2033,113947,Action,"Pierrot, Studio Signpost",2020,spring
38843,Shironeko Project: Zero Chronicle,5.39,2146,105068,"Action, Adventure, Fantasy",Project No.9,2020,spring
40485,Strike the Blood IV,6.94,2342,91639,"Action, Fantasy, Ecchi",Connect,2020,spring
40513,Nami yo Kiitekure,7.34,2395,88060,"Comedy, Drama",Sunrise,2020,spring
39730,Houkago Teibou Nisshi,7.44,2810,68280,"Gourmet, Slice of Life",Doga Kobo,2020,spring
40165,Listeners,5.39,2870,65459,"Action, Sci-Fi",MAPPA,2020,spring
41074,Digimon Adventure:,6.48,3037,58996,"Action, Adventure, Comedy, Fantasy",Toei Animation,2020,spring
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.33,127,1183171,"Drama, Fantasy, Suspense",White Fox,2020,summer
40839,"Kanojo, Okarishimasu",6.93,162,1031967,"Comedy, Romance",TMS Entertainment,2020,summer
41353,The God of High School,7.07,189,954233,"Action, Fantasy",MAPPA,2020,summer
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",7.33,229,852348,"Action, Fantasy",SILVER LINK.,2020,summer
40956,Enen no Shouboutai: Ni no Shou,7.82,247,823023,"Action, Fantasy, Sci-Fi",David Production,2020,summer
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.35,270,771042,"Comedy, Romance",feel.,2020,summer
40052,Great Pretender,8.2,313,701659,"Action, Adventure, Mystery",Wit Studio,2020,summer
37987,Violet Evergarden Movie,8.85,340,660125,"Award Winning, Drama",Kyoto Animation,2020,summer
40540,Sword Art Online: Alicization - War of Underworld 2nd Season,7.5,351,650026,"Action, Adventure, Fantasy",A-1 Pictures,2020,summer
41226,Uzaki-chan wa Asobitai!,6.98,474,501778,"Comedy, Romance",ENGI,2020,summer
33050,Fate/stay night Movie: Heaven's Feel - III. Spring Song,8.65,673,373983,"Action, Fantasy",ufotable,2020,summer
40056,Deca-Dence,7.35,830,312326,"Action, Adventure, Sci-Fi",Nut,2020,summer
40421,Given Movie 1,8.12,1035,249089,"Boys Love, Drama",Lerche,2020,summer
40708,Monster Musume no Oishasan,6.53,1108,234686,"Comedy, Fantasy, Romance, Ecchi",Arvo Animation,2020,summer
